run_id,data_profile,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,t_stat,sample_size,execution_status,treated_group_size
run_20260512T162748Z_d97f83,expanded,2026-05-12T16:27:48Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2006 and year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen in {3, 4, 5} | birthyr >= 1982 and birthyr <= 1996 | yrimmig > 0",int(empstat == 1 and uhrswork >= 35),int((yrimmig <= 2007) and (yrimmig <= birthyr + 15)),WLS,"fit = smf.wls(""full_time ~ eligible + eligible:post + C(statefip) + C(year) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + JAIL287G + LFPR + UNEMP"", data=merged, weights=merged[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": merged[""statefip""]})",eligible:post | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | JAIL287G | LFPR | UNEMP,C(statefip) | C(year),"merged[""perwt""]","cluster; {""groups"": merged[""statefip""]}",0.2097653332480975,0.0086411344572787,24.27520765,163605,success,90623.0
run_20260512T165453Z_c32ba8,expanded,2026-05-12T16:54:53Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen in [3, 4] | empstat in [1, 2, 3] | 0 < yrimmig <= 2007 | 1978 <= birthyr <= 1986 | yrimmig - birthyr <= 15",((empstat == 1) & (uhrswork >= 35)).astype(float),(birthyr >= 1982).astype(float),WLS,"model = smf.wls(""full_time ~ C(birthyr) + C(year) + C(statefip) + C(sex) + daca_post + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=sample, weights=sample['perwt']).fit(cov_type='cluster', cov_kwds={'groups': sample['statefip']})",daca_post | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(birthyr) | C(year) | C(statefip) | C(sex),sample['perwt'],cluster; {'groups': sample['statefip']},0.0624288540532951,0.0096920992438317,6.441210772,41339,success,26591.0
run_20260512T171927Z_90560f,expanded,2026-05-12T17:19:27Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | gq in (1, 2) | 18 <= age <= 45 | birthyr != 1981 | yrimmig > 0 | yrimmig <= 2007 | 0 <= yrimmig - birthyr <= 15 | empstat in (1, 2, 3) | 0 <= uhrswork <= 98 | perwt > 0",((empstat == 1) & (uhrswork >= 35)).astype(int),"((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr).between(0, 15))).astype(int)",WLS,"model = smf.wls(""full_time ~ eligible_post + C(birthyr) + C(year) + C(statefip) + C(sex) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=sample, weights=sample[""perwt""] / 100.0).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(birthyr) | C(year) | C(statefip) | C(sex),"sample[""perwt""] / 100.0","cluster; {""groups"": sample[""statefip""]}",0.1490654903362758,0.0058188437136122,25.6177168,103755,success,65495.0
run_20260512T175427Z_9ce0bb,expanded,2026-05-12T17:54:27Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen in {3, 4, 5} | 15 <= age <= 34 | birthyr > 0 | yrimmig > 0 and yrimmig <= 2007 | empstat in {1, 2, 3} | perwt > 0","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""birthyr""] >= 1982) & (df[""yrimmig""] <= 2007) & (df[""yrimmig""] <= df[""birthyr""] + 15)).astype(int)",WLS,"model = smf.wls(""full_time ~ daca_eligible + daca_eligible:post_daca + age + I(age ** 2) + C(sex) + C(year) + C(statefip) + lfpr + unemp"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",daca_eligible:post_daca | age | I(age ** 2) | lfpr | unemp,C(sex) | C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0043037289604798,0.005232282578834,0.8225337404,227320,success,81508.0
run_20260512T181941Z_e6166c,expanded,2026-05-12T18:19:41Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2011 or 2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | birthyr is not None and yrimmig is not None and age is not None",empstat == 1 and uhrswork >= 35,birthyr >= 1982 and yrimmig <= 2007 and 0 <= yrimmig - birthyr < 16,WLS,"point_estimate, standard_error, sample_size = fit_did_lpm(df, outcome_col=""full_time"", treatment_col=""eligible"", post_col=""post_daca"", weight_col=""perwt"")",eligible:post | age | I(age ** 2),C(year) | C(statefip),perwt,HC1,0.0767017645070741,0.0002574412615481,297.9388931,636722,success,116323.0
run_20260512T184531Z_bba9ce,expanded,2026-05-12T18:45:31Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year between 2013 and 2016 inclusive | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | citizen == 3 (not a citizen) | yrimmig > 0 and yrimmig <= 2007 and yrimmig <= birthyr + 15 | age between 16 and 64 | birthyr between 1972 and 2002 | perwt > 0,full_time = ((empstat == 1) & (uhrswork >= 35)).astype(int),DACA_eligible = ((birthyr >= 1982) & (birthyr <= 1997)).astype(int),WLS,"result = smf.wls(""full_time ~ DACA_eligible + birthyr_centered + I(birthyr_centered ** 2) + C(year) + C(statefip) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",birthyr_centered | I(birthyr_centered ** 2) | UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G,C(year) | C(statefip),"df[""perwt""]",HC1,0.1068488254652043,0.0093926558110679,11.37578419,47238,success,33561.0
run_20260512T192135Z_fa077c,expanded,2026-05-12T19:21:35Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | sex in {1, 2} | age >= 16 | 1982 <= birthyr <= 1996 | yrimmig >= birthyr | yrimmig <= 2016 | empstat in {1, 2, 3} | perwt > 0",(empstat == 1) & (uhrswork >= 35),(birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),WLS,"result = smf.wls(""fulltime ~ eligible_post + eligible + C(year) + C(birthyr) + C(statefip) + C(sex) + lfpr + unemp"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",eligible | lfpr | unemp,C(year) | C(birthyr) | C(statefip) | C(sex),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.1260791827155079,0.00493021945492,25.57273238,165079,success,84783.0
run_20260512T195649Z_6fe9f8,expanded,2026-05-12T19:56:49Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 45 | birthyr > 0 | yrimmig > 0 | yrimmig >= birthyr,((empstat == 1) & (uhrswork >= 35)).astype(float),((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)),WLS,"model = smf.wls(""full_time ~ daca_eligible + eligible_post + age + I(age ** 2) + female + LFPR + UNEMP + C(statefip) + C(year)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",eligible_post | age | I(age ** 2) | female | LFPR | UNEMP,C(statefip) | C(year),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0527408296453574,0.0063017615417228,8.369220145,468301,success,84783.0
run_20260512T202814Z_f0f05b,expanded,2026-05-12T20:28:14Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2013 and year <= 2016 | hispan == 1 and bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | (yrimmig - birthyr) >= 0 and (yrimmig - birthyr) <= 15 | birthyr >= 1978 and birthyr <= 1996 | age >= 16 and age <= 45 | sex in (1, 2)",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (yrimmig > 0) & (yrimmig <= 2007) & ((yrimmig - birthyr) >= 0) & ((yrimmig - birthyr) <= 15)).astype(int),WLS,"model = smf.wls(""full_time ~ daca_eligible + age + I(age ** 2) + female + C(year) + C(statefip) + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + task287g + jail287g + lfpr + unemp"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",age | I(age ** 2) | female | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | task287g | jail287g | lfpr | unemp,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",-0.0421507396595119,0.0112103757169739,-3.759975644,36208,success,31189.0
run_20260512T205543Z_e8f98c,expanded,2026-05-12T20:55:43Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2006 and year <= 2016 | gq in [1, 2] | hispan == 1 | bpl == 200 | citizen == 3 | age >= 18 and age <= 45 | empstat in [1, 2, 3] | yrimmig > 0 and yrimmig <= year | birthyr > 0 and birthyr <= year | merge on statefip and year to policy_labor_market_data.csv",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & (yrimmig <= birthyr + 15)).astype(int),WLS,"smf.wls(""full_time ~ daca_eligible + daca_eligible:post + age + I(age ** 2) + sex_female + C(statefip) + C(year) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",daca_eligible:post | age | I(age ** 2) | sex_female | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(statefip) | C(year),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0332059339790294,0.0048485891832247,6.848576508,438473,success,72631.0
run_20260512T212806Z_be0886,expanded,2026-05-12T21:28:06Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2013 and year <= 2016 | statefip >= 1 and statefip <= 56 | hispan == 1 | bpl == 200 | citizen in (3, 5) | sex in (1, 2) | age >= 16 and age <= 45 | birthyr > 0 | yrimmig > 0 | yrimmig >= birthyr | yrimmig <= 2007 | empstat in (1, 2, 3) | perwt > 0",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1981) & (yrimmig <= 2007) & (yrimmig <= birthyr + 15)).astype(int),WLS,"model = smf.wls(""full_time ~ daca_eligible + age + I(age ** 2) + C(sex) + C(statefip) + C(year) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=sample, weights=sample[""perwt""] / 100.0).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",age | I(age ** 2) | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(sex) | C(statefip) | C(year),"sample[""perwt""] / 100.0","cluster; {""groups"": sample[""statefip""]}",0.0775710164146388,0.0067714985443286,11.45551696,132497,success,36879.0
run_20260512T214623Z_bd588d,expanded,2026-05-12T21:46:23Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2006 and year <= 2016 | year != 2012 | statefip >= 1 and statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | sex in (1, 2) | age >= 18 and age <= 45 | birthyr >= 1972 and birthyr <= 1996 | yrimmig > 0 and yrimmig <= 2007 | yrimmig >= birthyr | empstat in (1, 2, 3) | perwt > 0",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(int),WLS,"model = smf.wls(""full_time ~ daca_eligible * post_daca + age + I(age ** 2) + C(sex) + C(year) + C(statefip) + lfpr + unemp"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",age | I(age ** 2) | lfpr | unemp,C(sex) | C(year) | C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.020919186871448,0.0059734851414519,3.502007015,293402,success,67020.0
run_20260512T222400Z_15c9ce,expanded,2026-05-12T22:24:00Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year between 2010 and 2016 | gq in [1,2] (household population) | sex in [1,2] | age between 18 and 40 | hispan == 1 (Mexican Hispanic origin) | bpl == 200 (born in Mexico) | citizen in [3,4] (noncitizen / first papers) | birthyr between 1900 and 2016 | yrimmig between 1900 and 2016 | yrimmig >= birthyr | empstat in [1,2,3] (valid employment status) | uhrswork not missing | perwt > 0",int(empstat == 1 and uhrswork >= 35),int((birthyr >= 1982) and (yrimmig <= 2007) and ((yrimmig - birthyr) < 16)),WLS,"point_estimate, standard_error, sample_size = estimate_did()",daca_eligible:post | age | I(age ** 2) | lfpr | unemp,C(sex) | C(statefip) | C(year),perwt,HC1,0.0210041210858525,0.0057638664640982,3.644102655,211555,success,51600.0
run_20260512T225304Z_2ce7aa,expanded,2026-05-12T22:53:04Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2013 and year <= 2016 | statefip >= 1 and statefip <= 56 | hispan == 1 | bpl == 200 | citizen in {3, 4, 5} | age >= 18 and age <= 45 | yrimmig > 0 and birthyr > 0 | yrimmig - birthyr >= 0",((df['empstat'] == 1) & (df['uhrswork'] >= 35)).astype(float),((df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']) <= 15) & (df['birthyr'] >= 1982)).astype(float),WLS,"model = smf.wls('full_time ~ daca_eligible + age + I(age ** 2) + sex_female + C(year) + C(statefip) + unemp + lfpr', data=sample, weights=sample['perwt']).fit()",age | I(age ** 2) | sex_female | unemp | lfpr,C(year) | C(statefip),sample['perwt'],,0.0359083226669569,0.0035652652386767,10.07171143,148196,success,31935.0
run_20260512T232311Z_df32a2,expanded,2026-05-12T23:23:11Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"hispan == 1 (Mexican Hispanic origin) | bpl == 200 (born in Mexico) | citizen == 3 (not a US citizen) | age >= 18 and age <= 45 (working-age adults) | year in [2009, 2010, 2011, 2013, 2014, 2015, 2016] (pre-DACA: 2009-2011, post-DACA: 2013-2016; 2012 excluded as transition year) | arrival_age = yrimmig - birthyr, restricted to 0 <= arrival_age < 16 (arrived in US before age 16, matching DACA criterion) | birthyr in 1982-1986 (treated) or 1977-1981 (control), symmetric 5-year bandwidth around the age-31 DACA eligibility cutoff",(df['empstat'] == 1) & (df['uhrswork'] >= 35),(df['birthyr'] >= 1982).astype(int),OLS,"result = smf.ols('full_time ~ treated * post + C(year) + C(statefip) + age + I(age ** 2) + C(sex)', data=df).fit(cov_type='cluster', cov_kwds={'groups': df['statefip'].astype(int)})",age | I(age ** 2),C(year) | C(statefip) | C(sex),,cluster; {'groups': df['statefip'].astype(int)},0.0412869996766152,0.0114750189854394,3.597989662,29108,success,17318.0
run_20260515T121759Z_c3a686,expanded,2026-05-15T12:17:59Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006-2016 ACS, excluding 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | yrimmig - birthyr between 0 and 15 | birthyr between 1977 and 1986 | age between 15 and 45 | empstat != 9",((empstat == 1) & (uhrswork >= 35)).astype(int),(birthyr >= 1982).astype(int),WLS,"model = smf.wls(""full_time ~ C(year, Treatment(reference=2011)) + daca_eligible + daca_eligible:C(year, Treatment(reference=2011)) + birthyr_c + I(birthyr_c ** 2) + sex_female + C(statefip) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + UNEMP + LFPR"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})","daca_eligible | daca_eligible:C(year, Treatment(reference=2011)) | birthyr_c | I(birthyr_c ** 2) | sex_female | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | UNEMP | LFPR","C(year, Treatment(reference=2011)) | daca_eligible:C(year, Treatment(reference=2011)) | C(statefip)","sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0633301386344837,0.0141690759958693,4.469602581,44161,success,26294.0
run_20260515T124457Z_a65aa6,expanded,2026-05-15T12:44:57Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year in 2006-2011 or 2013-2016 | hispan == 1 | bpl == 200 | citizen == 3 | statefip between 1 and 56 | age between 16 and 40 | birthyr between 1976 and 1996 | yrimmig between 1900 and 2007 | yrimmig >= birthyr | perwt > 0,((empstat == 1) & (uhrswork >= 35)).astype(float),((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(int),WLS,"model = smf.wls(""full_time ~ daca_eligible * post2012 + C(year) + C(statefip) + age + I(age ** 2) + C(sex)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",age | I(age ** 2),C(year) | C(statefip) | C(sex),"df[""perwt""]",HC1,0.0215690818248535,0.0055116741060457,3.913344913,231490,success,75919.0
run_20260515T130450Z_b47da2,expanded,2026-05-15T13:04:50Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year >= 2006 and year <= 2016 | hispan == 1 | bpld == 20000 | citizen == 3 | yrimmig >= 1900 and yrimmig <= 2007 | age + 2012 - year >= 16 and age + 2012 - year <= 35,(uhrswork >= 35).astype(int),(((age + 2012 - year) <= 30) & ((age - (year - yrimmig)) < 16)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible * post + C(age2012) + year + C(statefip)"", data=df, weights=df[""weight""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",year,C(age2012) | C(statefip),"df[""weight""]","cluster; {""groups"": df[""statefip""]}",0.2392300456376824,0.0081430839772271,29.37831002,250966,success,99616.0
run_20260519T150013Z_86f425,expanded,2026-05-19T15:00:13Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | bpl == 200 | hispan == 1 | citizen == 3 | 1 <= yrimmig <= 2007 | 15 <= age + 2012 - year <= 40,uhrswork >= 35,((bpl == 200) & (hispan == 1) & (citizen == 3) & (yrimmig <= 2007) & ((age - (year - yrimmig)) <= 15) & (age + 2012 - year <= 30)),WLS,"result = smf.wls('fulltime ~ daca_eligible * post2012 + C(year) + C(statefip) + C(age_2012) + UNEMP + LFPR', data=df, weights=df['perwt']).fit(cov_type='cluster', cov_kwds={'groups': df['statefip']})",UNEMP | LFPR,C(year) | C(statefip) | C(age_2012),df['perwt'],cluster; {'groups': df['statefip']},0.2475174286020254,0.0069448476572212,35.64044034,322914,success,95737.0
run_20260519T151749Z_b876e8,expanded,2026-05-19T15:17:49Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year in 2006-2011 or 2013-2016 | hispan == 1 | bpl == 200 | citizen == 3 | age between 16 and 35 | yrimmig between 1 and 2007,((uhrswork >= 35).astype(int)),((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)),WLS,"model = smf.wls(""full_time ~ eligible + eligible_post + age + I(age ** 2) + C(year) + C(statefip) + UNEMP + LFPR + DRIVERSLICENSES + EVERIFY + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + LIMITEVERIFY + OMNIBUS + JAIL287G"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",eligible_post | age | I(age ** 2) | UNEMP | LFPR | DRIVERSLICENSES | EVERIFY | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | LIMITEVERIFY | OMNIBUS | JAIL287G,C(year) | C(statefip),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.0159069331362078,0.0075927404028251,2.095018701,245387,success,81508.0
run_20260519T154246Z_a123c7,expanded,2026-05-19T15:42:46Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,gq == 1 | hispan == 1 | bpld == 20000 | citizen == 3 | yrimmig > 0 | 18 <= age <= 35 | 2006 <= year <= 2016 | 1 <= state_fip <= 56,"(df[""uhrswork""] >= 35).astype(int)","((df[""age""] + (2012 - df[""year""]) < 31) & ((df[""age""] - (df[""year""] - df[""yrimmig""])) <= 15) & (df[""yrimmig""] <= 2007)).astype(int)",WLS,"smf.wls(""full_time ~ eligible + eligible:post + C(year) + C(state_fip) + C(age) + C(sex) + LFPR + UNEMP"", data=df.assign(post=(df[""year""] >= 2013).astype(int)), weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""state_fip""]})",eligible:post | LFPR | UNEMP,C(year) | C(state_fip) | C(age) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""state_fip""]}",0.0186308414873531,0.0058948551595666,3.160525744,262473,success,73159.0
run_20260519T160813Z_93af19,expanded,2026-05-19T16:08:13Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 1900 <= yrimmig <= 2007 | yrimmig >= birthyr | yrimmig - birthyr <= 15 | 1976 <= birthyr <= 1988 | birthyr != 1981,df['uhrswork'].ge(35).astype(int),df['birthyr'].ge(1982).astype(int),WLS,"model = smf.wls('full_time ~ eligible:post + C(birthyr) + C(year) + C(statefip)', data=df, weights=df['perwt']).fit(cov_type='cluster', cov_kwds={'groups': df['statefip']})",,C(birthyr) | C(year) | C(statefip),df['perwt'],cluster; {'groups': df['statefip']},0.0981842177959891,0.0117848315271134,8.331406144,56773,success,39486.0
run_20260519T162733Z_a7186e,expanded,2026-05-19T16:27:33Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 40 | yrimmig > 0 | yrimmig <= 2007,(uhrswork >= 35).astype(int),((year - age) >= 1982) & ((age - (year - yrimmig)) < 16),WLS,"model = smf.wls(""full_time ~ eligible + eligible:post + age + I(age ** 2) + C(year) + C(statefip) + C(sex) + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post | age | I(age ** 2) | LFPR | UNEMP,C(year) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0136326699804189,0.0061222372772309,2.226746427,361040,success,90501.0
run_20260519T164707Z_6990f2,expanded,2026-05-19T16:47:07Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | 16 <= age <= 36 | birthyr > 0 | yrimmig > 0,(uhrswork >= 35).astype(int),((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)),WLS,"model = smf.wls(""full_time ~ daca_eligible * post + year_centered + age + I(age ** 2) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",year_centered | age | I(age ** 2),C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0145779019706011,0.00606213892469,2.404745611,339434,success,105522.0
run_20260519T170900Z_57cd13,expanded,2026-05-19T17:09:00Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | statefip between 1 and 56 | hispan == 1 | bpl == 200 | citizen == 3 | age >= 15 | empstat in {1, 2, 3} | yrimmig <= year | yrimmig <= 2007 | 15 <= age_2012 <= 34 | age_at_arrival < 16",((empstat == 1) & (uhrswork >= 35)).astype(int),((age_2012 <= 30) & (age_at_arrival < 16) & (yrimmig <= 2007)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible:post + C(age_2012) + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",,C(age_2012) | C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.2125976504439464,0.010043234624852,21.16824493,104181,success,87987.0
run_20260519T172426Z_1e8b9c,expanded,2026-05-19T17:24:26Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | 1 <= statefip <= 56 | 16 <= age <= 40 | 1975 <= birthyr <= 1995 | birthqtr in {1, 2, 3, 4} | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= year | empstat in {1, 2, 3} | perwt > 0",((empstat == 1) & (uhrswork >= 35)).astype(int),((yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & ((birthyr > 1981) | ((birthyr == 1981) & (birthqtr >= 3)))),WLS,"fit = smf.wls(formula, data=cells, weights=cells[""weight_sum""]).fit(cov_type=""cluster"", cov_kwds={""groups"": cells[""statefip""]})",,C(year) | C(statefip) | C(birthyr) | C(birthqtr),"cells[""weight_sum""]","cluster; {""groups"": cells[""statefip""]}",0.1713567382560174,0.0041704334571527,41.08847198,269817,success,77133.0
